Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,Image_web,Narr1_seed,Desc_Next1,Desc_Next2,Desi_Ques,Narr2_seed,Narr3_seed,UAP_Label,UAP_URL,Start_Here,Entity,Function,SubEntity,Exclude,FAQ_Loc,FAQ_File,FAQ_Label,Quiz_Loc,Quiz_File,Quiz_Label
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,11,S4. Make the OAN item serialized OPM - PPS Sales,S4. Make the OAN item serialized OPM - PPS Sales,S4,Make the OAN item serialized OPM - PPS Sales,../images/BlanketOrder/S4.png,,S5,,../images/BlanketOrder/S4.png,Make the OAN item serialized OPM - PPS Sales,Add items to the order including Start_Up - OPM - PPS Sales,,,Make the OAN item serialized OPM - PPS Sales,since generator have to be serilized and tracked by serial number the item created earlier needs to be serialized. It should be noted in these cases the probability that the serial number is known is very low. However that is entered during the receipt of the unit from the manufacturer,08_Make a Product Serialized,https://scottelectricusa.uap.infor.com/#/content/675c529d-0457-4345-bb64-367c4424740c?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,12,S5. Add items to the order including Start_Up - OPM - PPS Sales,S5. Add items to the order including Start_Up - OPM - PPS Sales,S5,Add items to the order including Start_Up - OPM - PPS Sales,../images/BlanketOrder/S5.png,,S6,,../images/BlanketOrder/S5.png,Add items to the order including Start_Up - OPM - PPS Sales,Add Lump Sum billing- OPM - PPS Sales,,,Add items to the order including Start_Up - OPM - PPS Sales,It should be noted the start up service has to be added as part of the sale and on a separate line,02_Add Items,https://scottelectricusa.uap.infor.com/#/content/3da46b27-097b-4391-9a80-c09204643112?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,13,S6. Add Lump Sum billing- OPM - PPS Sales,S6. Add Lump Sum billing- OPM - PPS Sales,S6,Add Lump Sum billing- OPM - PPS Sales,../images/BlanketOrder/S6.png,,D2,,../images/BlanketOrder/S6.png,Add Lump Sum billing- OPM - PPS Sales,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,,,Add Lump Sum billing- OPM - PPS Sales,In most bid jobs the lumpsum bill is used as the individual price (to the customer) is not presented.,03_Add Lump Sum,https://scottelectricusa.uap.infor.com/#/content/98b76f20-2e04-48cc-94f6-b98f72177e1f?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,14,D2. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,D2. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,D2,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,../images/BlanketOrder/D2.png,Decision Does the customer want the Gen and ATS shipped separately ?,Y2,N2,../images/BlanketOrder/D2.png,Yes the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,Yes. Customer  wants the Gen and ATS shipped separately  ,"  No, The customer want the Gen and ATS shipped together  ",Decision Does the customer want the Gen and ATS shipped separately ?,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,"Due to varaious factors like size , site readiness , mode of operation even fuel require special preparation and handling hence the customer may choose to have the generator and ATS etc shipped separately or in some case all at one time. Hence this question needs to be answered ",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,15,Y2. Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,Y2. Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,Y2,Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,../images/BlanketOrder/Y2.png,,S7,,../images/BlanketOrder/Y2.png,Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,,,Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,in this case the customer has opted for separate shipments of the Generator and ATS,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,16,S7. Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,S7. Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,S7,Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,../images/BlanketOrder/S7.png,,S8,,../images/BlanketOrder/S7.png,Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,Run OEEPC and await customer call - OPM - PPS Sales,,,Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,"As the there are three releases one the generator , two the ats and three the startup service 3 releases need to be added to the blanket orderA blanket release (BR) is a portion of the original blanket order (BL). Each blanket release retains the original BL number, but is assigned a different suffix. You can specify different ship dates and ship to locations for each blanket release.",,,,,,,,,,,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,17,S8. Run OEEPC and await customer call - OPM - PPS Sales,S8. Run OEEPC and await customer call - OPM - PPS Sales,S8,Run OEEPC and await customer call - OPM - PPS Sales,../images/BlanketOrder/S8.png,,S9,,../images/BlanketOrder/S8.png,Run OEEPC and await customer call - OPM - PPS Sales,Customer call for First release - Single step - PPS Sales,,,Run OEEPC and await customer call - OPM - PPS Sales,the order is kept ready by running the OOEEPC or OE Entry Processing Cancel/Convert Orders menu is used ,05_Run OEEPC,https://scottelectricusa.uap.infor.com/#/content/1030ffc1-1656-40db-a9d1-de90fa5f2bd0?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,18,S9. Customer call for First release - Single step - PPS Sales,S9. Customer call for First release - Single step - PPS Sales,S9,Customer call for First release - Single step - PPS Sales,../images/BlanketOrder/S9.png,,S10,,../images/BlanketOrder/S9.png,Customer call for First release - Single step - PPS Sales,Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,,,Customer call for First release - Single step - PPS Sales,Once the custoemr is ready and based on the terms being satisfied a release is requested ,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,19,S10. Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,S10. Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,S10,Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,../images/BlanketOrder/S10.png,,S11,,../images/BlanketOrder/S10.png,Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,Do Shipping feedback for the picked items – OPM - PPS Sales,,,Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,A pick ticket is printed Sales > Entry > OEE Reports > OEEPP,,,,,,,,,,,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,20,S11. Do Shipping feedback for the picked items – OPM - PPS Sales,S11. Do Shipping feedback for the picked items – OPM - PPS Sales,S11,Do Shipping feedback for the picked items – OPM - PPS Sales,../images/BlanketOrder/S11.png,,S12,,../images/BlanketOrder/S11.png,Do Shipping feedback for the picked items – OPM - PPS Sales,Goes through the AR billing Process – OPM - PPS Sales,,,Do Shipping feedback for the picked items – OPM - PPS Sales,"he same shipping updates that the Sales Shipping Feedback Entry and Transfer Shipping Feedback Entry functions perform are initiated in the WL Entry Batch Shipping Report. This update includes closing the shipping journal and updating General Ledger and Inventory Control. If processing stops before the journal is successfully closed, you must manually close the journal. The journals are not opened by the WL Entry Batch Shipping Report; other functions that open the journals are launched. The report output provides order information and relevant error messages.",07_Shipping Feedback,https://scottelectricusa.uap.infor.com/#/content/aca7e7bd-7c49-4f1b-be7d-274cd5333327?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,21,S12. Goes through the AR billing Process – OPM - PPS Sales,S12. Goes through the AR billing Process – OPM - PPS Sales,S12,Goes through the AR billing Process – OPM - PPS Sales,../images/BlanketOrder/S12.png,,D3,,../images/BlanketOrder/S12.png,Goes through the AR billing Process – OPM - PPS Sales,"Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",,,Goes through the AR billing Process – OPM - PPS Sales,nvoice processing,,,,,,,,,,,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,22,"D3. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales","D3. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",D3,"Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",../images/BlanketOrder/D3.png,"Decision, Were (3) Three Releases created for this Order ?",Y3,N3,../images/BlanketOrder/D3.png,Yes  (3) Three Releases created for this Order  - Single step - PPS Sales,Yes  (3)  Three Releases  need to be created for this Order  ,No Only (2)  Two Releases created for this Order – Single step - PPS Sales,"Decision, Were (3) Three Releases created for this Order ?","Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",A decision on whether the customer has requested a the generator and Ats be shipped separately or not will be answered here ,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,23,"Y3. Yes, (3) Three Releases created for this Order – Single step - PPS Sales","Y3. Yes, (3) Three Releases created for this Order – Single step - PPS Sales",Y3,"Yes, (3) Three Releases created for this Order – Single step - PPS Sales",../images/BlanketOrder/Y3.png,,S13,,../images/BlanketOrder/Y3.png,"Yes, (3) Three Releases created for this Order – Single step - PPS Sales",Customer Calls For Second Release (Generator) – Single step - PPS Sales,,,"Yes, (3) Three Releases created for this Order – Single step - PPS Sales",yes separate shipments have been requested hence three releases need to be created for this order,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,24,S13. Customer Calls For Second Release (Generator) – Single step - PPS Sales,S13. Customer Calls For Second Release (Generator) – Single step - PPS Sales,S13,Customer Calls For Second Release (Generator) – Single step - PPS Sales,../images/BlanketOrder/S13.png,,S14,,../images/BlanketOrder/S13.png,Customer Calls For Second Release (Generator) – Single step - PPS Sales,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,,,Customer Calls For Second Release (Generator) – Single step - PPS Sales,have process the first release the customer has indicated that they are ready for the second release,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,25,S14. Print Pick Ticket on “02” Suffix - OPM - PPS Sales,S14. Print Pick Ticket on “02” Suffix - OPM - PPS Sales,S14,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,../images/BlanketOrder/S14.png,,S15,,../images/BlanketOrder/S14.png,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,,,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,A pick ticket is printed Sales > Entry > OEE Reports > OEEPP,,,,,,,,,,,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,26,S15. Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,S15. Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,S15,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,../images/BlanketOrder/S15.png,,S16,,../images/BlanketOrder/S15.png,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,Customer “calls for Startup” - Single Step - PPS Sales,,,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,"he same shipping updates that the Sales Shipping Feedback Entry and Transfer Shipping Feedback Entry functions perform are initiated in the WL Entry Batch Shipping Report. This update includes closing the shipping journal and updating General Ledger and Inventory Control. If processing stops before the journal is successfully closed, you must manually close the journal. The journals are not opened by the WL Entry Batch Shipping Report; other functions that open the journals are launched. The report output provides order information and relevant error messages.",07_Shipping Feedback,https://scottelectricusa.uap.infor.com/#/content/aca7e7bd-7c49-4f1b-be7d-274cd5333327?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,27,S16. Customer “calls for Startup” - Single Step - PPS Sales,S16. Customer “calls for Startup” - Single Step - PPS Sales,S16,Customer “calls for Startup” - Single Step - PPS Sales,../images/BlanketOrder/S16.png,,S17,,../images/BlanketOrder/S16.png,Customer “calls for Startup” - Single Step - PPS Sales,Go “Startup SOP” to complete this Order - SOP - PPS Sales,,,Customer “calls for Startup” - Single Step - PPS Sales,The generator is installed and ready to be started hence the a request is made by the customer,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,28,S17. Go “Startup SOP” to complete this Order - SOP - PPS Sales,S17. Go “Startup SOP” to complete this Order - SOP - PPS Sales,S17,Go “Startup SOP” to complete this Order - SOP - PPS Sales,../images/BlanketOrder/S17.png,,S998a,,../images/BlanketOrder/S17.png,Go “Startup SOP” to complete this Order - SOP - PPS Sales,You have come to the end of the path selected in the – Rental Process,,,Go “Startup SOP” to complete this Order - SOP - PPS Sales,,01_Service Order Process,https://scottelectricusa.uap.infor.com/#/folder/3a4b3dad-96fe-4694-a768-791383f32e32?bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,29,S998a. You have come to the end of the path selected in the – Rental Process,S998a. You have come to the end of the path selected in the – Rental Process,S998a,You have come to the end of the path selected in the – Rental Process,../images/BlanketOrder/S998a.png,,D1a,,../images/BlanketOrder/S998a.png,You have come to the end of the path selected in the – Rental Process,Decision is the Generator a “Modified Build” ? - PPS Sales,,,You have come to the end of the path selected in the – Rental Process,At this point there are two options one to go to another decision point (suggested) or go the end of the SOP ,,,,,,,,,,,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,30,D1a. Decision is the Generator a “Modified Build” ? - PPS Sales,D1a. Decision is the Generator a “Modified Build” ? - PPS Sales,D1a,Decision is the Generator a “Modified Build” ? - PPS Sales,../images/BlanketOrder/D1a.png,You have come to this decision on to pursue the No path or go to the end of SOP S999,N1,S999,../images/BlanketOrder/D1a.png,NO  the Generator is not a “Modified Build” - PPS Sales,"No, Generator is not a “Modified Build” ",If you have finished all paths go to the SOP end,You have come to this decision on to pursue the No path or go to the end of SOP S999,Decision is the Generator a “Modified Build” ? - PPS Sales,"A key decision needs to be taken if the order requires a ""modified Generator Build"" or a standard unit",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,31,"N1. No, Generator is not a “Modified Build” - PPS Sales","N1. No, Generator is not a “Modified Build” - PPS Sales",N1,"No, Generator is not a “Modified Build” - PPS Sales",../images/BlanketOrder/N1.png,,S5a,,../images/BlanketOrder/N1.png,"No, Generator is not a “Modified Build” - PPS Sales",Add items to the order including Start_Up - OPM - PPS Sales,,,"No, Generator is not a “Modified Build” - PPS Sales","No, Generator is not a “Modified Build” - PPS Sales",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,32,S5a. Add items to the order including Start_Up - OPM - PPS Sales,S5a. Add items to the order including Start_Up - OPM - PPS Sales,S5a,Add items to the order including Start_Up - OPM - PPS Sales,../images/BlanketOrder/S5a.png,May we suggest that you traverse all Decision paths with D2 or go to the SOP end Slide ,S998b,D2a,../images/BlanketOrder/S5a.png,Add items to the order including Start_Up - OPM - PPS Sales,You have come to the end of the path selected in the –BlanketOrder  Process,Go Back to D2 ,May we suggest that you traverse all Decision paths with D2 or go to the SOP end Slide ,Add items to the order including Start_Up - OPM - PPS Sales,It should be noted the start up service has to be added as part of the sale and on a separate line,02_Add Items,https://scottelectricusa.uap.infor.com/#/content/3da46b27-097b-4391-9a80-c09204643112?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,
